VLfecha,D_t,riesgo_mercado_btc,riesgo_liquidez_ln_vol,tasas_eeuu,indice_dolar,volatilidad_vix
2021-01-31,0.0008080005645751953,1.0821758459267925,25.34162376328221,0.04800000041723251,90.58000183105469,33.09000015258789
2021-02-01,0.0006450414657592773,1.0379603194674405,25.49235997503858,0.04800000041723251,91.0199966430664,30.239999771118164
2021-02-02,0.0014270544052124023,1.054260498166942,25.444932391643203,0.05000000074505806,91.19999694824219,25.559999465942383
2021-02-03,0.001013040542602539,1.0639967042356508,25.38874562887041,0.03999999910593033,91.12000274658203,22.90999984741211
2021-02-04,0.0008039474487304688,1.046533932843972,25.591349956836837,0.029999999329447746,91.52999877929688,21.770000457763672
2021-02-05,0.0001310110092163086,1.015013645652026,25.47894298245979,0.023000000044703484,91.04000091552734,20.8700008392334
2021-02-06,0.0011290311813354492,0.9925021100967845,25.519382131340755,0.023000000044703484,91.04000091552734,20.8700008392334
2021-02-07,0.0012110471725463867,0.9845066998042882,25.593477982612622,0.023000000044703484,91.04000091552734,20.8700008392334
2021-02-08,0.0010440349578857422,1.1539335315005161,25.77771533186927,0.019999999552965164,90.93000030517578,21.239999771118164
2021-02-09,0.0012320280075073242,1.1380428800698736,25.77040896832103,0.032999999821186066,90.44000244140625,21.6299991607666
2021-02-10,0.000722050666809082,1.1093778387380706,25.843021711875075,0.03500000014901161,90.37000274658203,21.989999771118164
2021-02-11,0.00036704540252685547,1.1080217414569034,25.697644407546534,0.03500000014901161,90.41999816894531,21.25
2021-02-12,0.001692056655883789,1.067596950322595,25.71442752128388,0.03500000014901161,90.4800033569336,19.969999313354492
2021-02-13,0.0008280277252197266,1.0586670706394412,25.75448869236745,0.03500000014901161,90.4800033569336,19.969999313354492
2021-02-14,0.0007460117340087891,1.0333123603163759,25.653080376265077,0.03500000014901161,90.4800033569336,19.969999313354492
2021-02-15,0.0002499818801879883,1.0327523155269906,25.815134386010364,0.03500000014901161,90.4800033569336,19.969999313354492
2021-02-16,0.0004030466079711914,1.0316574353401935,25.672258066225424,0.03500000014901161,90.51000213623047,21.459999084472656
2021-02-17,0.000370025634765625,1.044195030204748,25.658820659576023,0.03500000014901161,90.94999694824219,21.5
2021-02-18,1.895427703857422e-05,1.042340917232405,25.2767907538427,0.023000000044703484,90.58999633789062,22.489999771118164
2021-02-19,0.0002009868621826172,1.0626831876662772,25.456385951858508,0.023000000044703484,90.36000061035156,22.049999237060547
2021-02-20,6.794929504394531e-05,0.899593946964933,25.646790264798693,0.023000000044703484,90.36000061035156,22.049999237060547
2021-02-21,0.0003319978713989258,0.8828407727881105,25.352602416266535,0.023000000044703484,90.36000061035156,22.049999237060547
2021-02-22,0.00011098384857177734,0.9097940423539359,25.857241457440253,0.02500000037252903,90.01000213623047,23.450000762939453
2021-02-23,3.1948089599609375e-05,1.0043341132037478,26.001201520299457,0.023000000044703484,90.16999816894531,23.110000610351562
2021-02-24,0.0007569789886474609,1.0035744622441658,25.583135477018924,0.02800000086426735,90.18000030517578,21.34000015258789
2021-02-25,0.00014901161193847656,1.031255549538998,25.381638662798807,0.032999999821186066,90.12999725341797,28.889999389648438
2021-02-26,6.020069122314453e-06,0.9958183918445107,25.548567898486585,0.03500000014901161,90.93000030517578,27.950000762939453
2021-02-27,0.0011780261993408203,0.9532974208915461,25.274085829166285,0.03500000014901161,90.93000030517578,27.950000762939453
2021-02-28,0.002115011215209961,0.9589318255892977,25.391316122541607,0.03500000014901161,90.93000030517578,27.950000762939453
2021-03-01,0.00040900707244873047,1.0034203672493818,25.290244524135176,0.02800000086426735,91.04000091552734,23.350000381469727
2021-03-02,0.0010219812393188477,0.9987627880180483,25.253684058673137,0.03500000014901161,90.79000091552734,24.100000381469727
2021-03-03,0.0004169940948486328,1.0046102617226995,25.274897351552678,0.03500000014901161,90.94999694824219,26.670000076293945
2021-03-04,7.402896881103516e-05,1.00876151117631,25.360368366388407,0.02800000086426735,91.62999725341797,28.56999969482422
2021-03-05,0.0008189678192138672,0.9965778511840344,25.194715698051976,0.02800000086426735,91.9800033569336,24.65999984741211
2021-03-06,0.0001900196075439453,0.9935557305800322,24.924060127478807,0.02800000086426735,91.9800033569336,24.65999984741211
2021-03-07,0.0003180503845214844,0.9985530324548463,24.973300059314965,0.02800000086426735,91.9800033569336,24.65999984741211
2021-03-08,0.00043201446533203125,0.9968868538282273,25.21032461529494,0.03500000014901161,92.30999755859375,25.469999313354492
2021-03-09,0.0006680488586425781,1.0033647048255319,25.281841068704164,0.03500000014901161,91.95999908447266,24.030000686645508
2021-03-10,0.0005259513854980469,0.8214171881941761,25.27710244156702,0.029999999329447746,91.79000091552734,22.559999465942383
2021-03-11,0.0005830526351928711,0.8260852531806525,25.262040502544618,0.02800000086426735,91.41999816894531,21.90999984741211
2021-03-12,0.00034296512603759766,0.8145582449637156,25.322345489834827,0.02500000037252903,91.68000030517578,20.690000534057617
2021-03-13,0.00015497207641601562,0.8159000109038766,25.38009693707913,0.02500000037252903,91.68000030517578,20.690000534057617
2021-03-14,0.00020897388458251953,0.8261306024476229,25.14843656423072,0.02500000037252903,91.68000030517578,20.690000534057617
2021-03-15,0.0003739595413208008,0.8565466059323624,25.432417718371468,0.014999999664723873,91.83000183105469,20.030000686645508
2021-03-16,5.805492401123047e-05,0.8514892348413995,25.340128032214572,0.00800000037997961,91.87000274658203,19.790000915527344
2021-03-17,0.0009170174598693848,0.8544581892738602,25.269719067965926,0.00800000037997961,91.4000015258789,19.229999542236328
2021-03-18,0.0009249448776245117,0.8556500443213774,25.193303700705766,0.003000000026077032,91.8499984741211,21.579999923706055
2021-03-19,0.0026320219039916992,0.834329835085654,25.092620238806553,0.004999999888241291,91.91999816894531,20.950000762939453
2021-03-20,0.002230048179626465,0.8332188858152498,25.09157653651781,0.004999999888241291,91.91999816894531,20.950000762939453
2021-03-21,0.0012799501419067383,0.7907158010409108,25.046524277742677,0.004999999888241291,91.91999816894531,20.950000762939453
2021-03-22,0.0018110275268554688,0.8130373214412183,25.17822354986938,0.004999999888241291,91.80000305175781,18.8799991607666
2021-03-23,0.0011949539184570312,0.8077246416887606,25.197395674464463,0.009999999776482582,92.33999633789062,20.299999237060547
2021-03-24,0.0013010501861572266,0.790680003675315,25.29980679213402,0.014999999664723873,92.52999877929688,21.200000762939453
2021-03-25,0.0010160207748413086,0.7012212029900465,25.300797062379186,0.014999999664723873,92.87999725341797,19.809999465942383
2021-03-26,0.0012220144271850586,0.7325097523920389,25.141332301484677,0.014999999664723873,92.7699966430664,18.860000610351562
2021-03-27,0.0006010532379150391,0.7033892969386822,25.021723654180562,0.014999999664723873,92.7699966430664,18.860000610351562
2021-03-28,0.0006070137023925781,0.6993529157228344,24.961906263767126,0.014999999664723873,92.7699966430664,18.860000610351562
2021-03-29,0.0002409815788269043,0.7039437411313675,25.116153054355618,0.00800000037997961,92.94000244140625,20.739999771118164
2021-03-30,0.0008959770202636719,0.6964717210158062,25.138519179749032,0.013000000268220901,93.30000305175781,19.610000610351562
2021-03-31,2.002716064453125e-05,0.6238208348840241,25.435081372693382,0.013000000268220901,93.2300033569336,19.399999618530273
2021-04-01,0.0004639625549316406,0.6136726614457857,25.40826598906324,0.00800000037997961,92.93000030517578,17.329999923706055
2021-04-02,0.000576019287109375,0.5989805534854066,25.3651154235907,0.00800000037997961,92.93000030517578,17.329999923706055
2021-04-03,0.003085017204284668,0.590827975337567,25.41996080160337,0.00800000037997961,92.93000030517578,17.329999923706055
2021-04-04,0.0034019947052001953,0.5928691515708989,25.323018458326434,0.00800000037997961,92.93000030517578,17.329999923706055
2021-04-05,0.00025403499603271484,0.5924338990869579,25.6083612898499,0.014999999664723873,92.5999984741211,17.90999984741211
2021-04-06,0.0016800165176391602,0.579066727003035,25.706470974351532,0.014999999664723873,92.33999633789062,18.1200008392334
2021-04-07,0.001855015754699707,0.5939268161087646,25.804705397740065,0.009999999776482582,92.45999908447266,17.15999984741211
2021-04-08,0.00016701221466064453,0.5864718979002584,25.331531034550988,0.004999999888241291,92.05999755859375,16.950000762939453
2021-04-09,0.001098036766052246,0.5823965557390108,25.18341054602871,0.003000000026077032,92.16000366210938,16.690000534057617
2021-04-10,0.00046896934509277344,0.5791932467447559,25.437830199614442,0.003000000026077032,92.16000366210938,16.690000534057617
2021-04-11,0.002177000045776367,0.578519219496709,25.331212033569074,0.003000000026077032,92.16000366210938,16.690000534057617
2021-04-12,6.300210952758789e-05,0.5301020422711943,25.393394437720023,0.009999999776482582,92.13999938964844,16.90999984741211
2021-04-13,0.0007249712944030762,0.5561583976671737,25.644215186766306,0.014999999664723873,91.8499984741211,16.649999618530273
2021-04-14,0.0015900135040283203,0.5117202216331326,25.871187260779433,0.014999999664723873,91.69000244140625,16.989999771118164
2021-04-15,0.0008770227432250977,0.5099203654088397,25.62264272209578,0.009999999776482582,91.66999816894531,16.56999969482422
2021-04-16,0.002344965934753418,0.5077760991187735,26.171633062394672,0.00800000037997961,91.55999755859375,16.25
2021-04-17,0.011530041694641113,0.5065628770570995,25.90786192578513,0.00800000037997961,91.55999755859375,16.25
2021-04-18,0.00010395050048828125,0.5741920209249096,26.145871558911324,0.00800000037997961,91.55999755859375,16.25
2021-04-19,0.00013500452041625977,0.5747866195621634,25.856984930860353,0.014999999664723873,91.06999969482422,17.290000915527344
2021-04-20,6.198883056640625e-05,0.575327726938697,25.86618312001824,0.014999999664723873,91.23999786376953,18.68000030517578
2021-04-21,6.80088996887207e-05,0.5677674645561002,25.59486564934704,0.013000000268220901,91.16000366210938,17.5
2021-04-22,9.000301361083984e-05,0.5845050492835907,25.840381920415503,0.014999999664723873,91.33000183105469,18.709999084472656
2021-04-23,0.00016200542449951172,0.5725646661390453,26.026214016435166,0.014999999664723873,90.86000061035156,17.329999923706055
2021-04-24,9.101629257202148e-05,0.5726224497038475,25.379748391147647,0.014999999664723873,90.86000061035156,17.329999923706055
2021-04-25,6.598234176635742e-05,0.5254597466219335,25.242151520696492,0.014999999664723873,90.86000061035156,17.329999923706055
2021-04-26,4.1961669921875e-05,0.630998795029526,25.465991126143432,0.00800000037997961,90.80999755859375,17.639999389648438
2021-04-27,6.198883056640625e-05,0.6347450743201638,25.33688902346673,0.009999999776482582,90.91000366210938,17.559999465942383
2021-04-28,5.1975250244140625e-05,0.6240605069126631,25.39772118479646,0.00800000037997961,90.61000061035156,17.280000686645508
2021-04-29,3.3974647521972656e-05,0.6234035375061051,25.263536456211817,0.00800000037997961,90.61000061035156,17.610000610351562
2021-04-30,8.940696716308594e-06,0.681078352669255,25.319600870416267,0.003000000026077032,91.27999877929688,18.610000610351562
2021-05-01,0.00011098384857177734,0.6809907861453862,25.26188383229,0.003000000026077032,91.27999877929688,18.610000610351562
2021-05-02,0.00013196468353271484,0.6842572506168857,25.190782217975325,0.003000000026077032,91.27999877929688,18.610000610351562
2021-05-03,0.00016498565673828125,0.6772956055462765,25.471371312001775,0.004999999888241291,90.94999694824219,18.309999465942383
2021-05-04,4.8995018005371094e-05,0.7152039677471365,25.940957659795405,0.009999999776482582,91.29000091552734,19.479999542236328
2021-05-05,0.00012499094009399414,0.7638907138606824,25.994551407307128,0.00800000037997961,91.30999755859375,19.149999618530273
2021-05-06,0.0001690387725830078,0.7647264112256543,26.06628005185626,0.00800000037997961,90.94999694824219,18.389999389648438
