date,stablecoin_name,price,circulating_supply_usd,total_volume_usd,tvl_global_usd,price_deviation,log_volume,anomaly_score,is_anomaly
2023-05-14,USDT,1.000512957572937,19337082918.4,14874679168,23204499502.08,0.0005129575729370117,23.422926219674913,1,0
2023-05-15,USDT,1.0002620220184326,28073168060.6,21594744662,33687801672.72,0.0002620220184326172,23.795715819394754,1,0
2023-05-16,USDT,1.000115990638733,25793927976.7,19841483059,30952713572.04,0.00011599063873291016,23.711040687017483,1,0
2023-05-17,USDT,1.0000920295715332,31581394536.9,24293380413,37897673444.28,9.202957153320312e-05,23.91346973923581,1,0
2023-05-18,USDT,1.0000770092010498,29241863510.6,22493741162,35090236212.72,7.700920104980469e-05,23.836502936926852,1,0
2023-05-19,USDT,1.0002479553222656,22638237619.4,17414028938,27165885143.280003,0.000247955322265625,23.580541979175273,1,0
2023-05-20,USDT,1.0003989934921265,15406830623.6,11851408172,18488196748.32,0.00039899349212646484,23.195712530632008,1,0
2023-05-21,USDT,1.0001829862594604,17592408754.7,13532622119,21110890505.64,0.00018298625946044922,23.328369060795687,1,0
2023-05-22,USDT,1.0002009868621826,22381358655.5,17216429735,26857630386.6,0.0002009868621826172,23.56912998204548,1,0
2023-05-23,USDT,1.0001039505004885,27847260093.9,21420969303,33416712112.68,0.0001039505004885033,23.78763615322974,1,0
2023-05-24,USDT,1.000038981437683,32898829158.0,25306791660,39478594989.6,3.898143768310547e-05,23.95433864175376,1,0
2023-05-25,USDT,1.0000460147857666,27242999681.3,20956153601,32691599617.56,4.601478576660156e-05,23.765698168204022,1,0
2023-05-26,USDT,1.0003440380096436,24845216591.0,19111705070,29814259909.2,0.0003440380096435547,23.673566815237205,1,0
2023-05-27,USDT,1.0005040168762207,16163682550.6,12433601962,19396419060.72,0.0005040168762207031,23.24366848029789,1,0
2023-05-28,USDT,1.0001729726791382,27615085149.6,21242373192,33138102179.52,0.0001729726791381836,23.779263759329037,1,0
2023-05-29,USDT,1.0002440214157104,29007967579.5,22313821215,34809561095.4,0.00024402141571044922,23.828472108895646,1,0
2023-05-30,USDT,1.0001529455184937,27944526025.0,21495789250,33533431230.0,0.00015294551849365234,23.79112290410845,1,0
2023-05-31,USDT,1.0003340244293213,30126858658.0,23174506660,36152230389.6,0.00033402442932128906,23.866318660620507,1,0
2023-06-01,USDT,1.0003340244293213,26942753698.9,20725195153,32331304438.68,0.00033402442932128906,23.754615954280492,1,0
2023-06-02,USDT,1.0003830194473269,27127666150.0,20867435500,32553199380.0,0.0003830194473268822,23.761455670801436,1,0
2023-06-03,USDT,1.0001590251922607,17444435131.5,13418796255,20933322157.8,0.0001590251922607422,23.31992226670233,1,0
2023-06-04,USDT,1.0001510381698608,19375725006.3,14904403851,23250870007.56,0.00015103816986083984,23.424922566765325,1,0
2023-06-05,USDT,1.0003060102462769,43949560427.5,33807354175,52739472513.0,0.00030601024627685547,24.243944194940067,1,0
2023-06-06,USDT,1.000174045562744,40184264719.3,30910972861,48221117663.16,0.00017404556274391858,24.15437706661649,1,0
2023-06-07,USDT,1.0000660419464111,36501638882.8,28078183756,43801966659.36,6.604194641113281e-05,24.058258732993597,1,0
2023-06-08,USDT,1.000311017036438,23638887768.6,18183759822,28366665322.320004,0.0003110170364379883,23.623794715259404,1,0
2023-06-09,USDT,0.9999489784240724,23634194870.0,18180149900,28361033844.0,5.102157592762335e-05,23.62359617104129,1,0
2023-06-10,USDT,1.0004390478134155,51473370210.6,39594900162,61768044252.71999,0.00043904781341552734,24.401966163150878,1,0
2023-06-11,USDT,1.0003149509429932,22799294038.3,17537918491,27359152845.96,0.00031495094299316406,23.587631144784506,1,0
2023-06-12,USDT,1.000054955482483,27407924138.4,21083018568,32889508966.08,5.4955482482910156e-05,23.771733746240887,1,0
2023-06-13,USDT,0.999862015247345,30818671522.6,23706670402,36982405827.12,0.0001379847526550293,23.8890222970908,1,0
2023-06-14,USDT,0.9998369812965392,29927345615.7,23021035089,35912814738.84,0.00016301870346080438,23.859674204042467,1,0
2023-06-15,USDT,0.9991829991340636,34741243186.0,26724033220,41689491823.2,0.0008170008659363903,24.00882911812367,1,0
2023-06-16,USDT,0.9993299841880798,29436423649.1,22643402807,35323708378.92,0.000670015811920166,23.84313437969409,1,0
2023-06-17,USDT,0.9997040033340454,21821132768.5,16785486745,26185359322.2,0.00029599666595458984,23.543780465825986,1,0
2023-06-18,USDT,0.9998080134391784,18559305377.6,14276388752,22271166453.120003,0.00019198656082164423,23.381872873430797,1,0
2023-06-19,USDT,0.999862015247345,23374191807.2,17980147544,28049030168.64,0.0001379847526550293,23.61253407201851,1,0
2023-06-20,USDT,1.000385046005249,35737730156.700005,27490561659,42885276188.04,0.00038504600524902344,24.037108570344458,1,0
2023-06-21,USDT,1.00005304813385,54077205105.3,41597850081,64892646126.36,5.3048133850097656e-05,24.451314322156982,1,0
2023-06-22,USDT,1.0001840591430664,40392426466.6,31071097282,48470911759.92,0.00018405914306640625,24.159543876206673,1,0
2023-06-23,USDT,1.000566005706787,40489460597.3,31145738921,48587352716.76,0.0005660057067871094,24.161943280591824,1,0
2023-06-24,USDT,1.000520944595337,26973992843.2,20749225264,32368791411.84,0.0005209445953369141,23.755774746299583,1,0
