fecha,crypto_id,open,high,low,close,volume
2025-05-28,ripple,2.253,2.3126,2.2267,2.2761,66739051.47926178
2025-05-30,ripple,2.1833,2.2042,2.0793,2.1727,94580794.46446422
2025-05-31,ripple,2.1727,2.2065,2.1225,2.1528,47229920.49376945
2025-06-01,ripple,2.1528,2.1875,2.1355,2.1594,54952536.83866114
2025-06-02,ripple,2.1594,2.2751,2.1494,2.2631,65548070.42398719
2025-06-03,ripple,2.2631,2.2824,2.2193,2.2491,64478407.43150937
2025-06-04,ripple,2.2491,2.2523,2.178,2.193,53491316.5871905
2025-06-05,ripple,2.193,2.1934,2.0594,2.1842,109995808.8071145
2025-06-06,ripple,2.1842,2.1908,2.1474,2.1826,35584954.70652227
2025-06-07,ripple,2.1826,2.2935,2.1665,2.2766,65452537.42395488
2025-06-08,ripple,2.2766,2.2947,2.2222,2.2626,67151357.72115828
2025-06-09,ripple,2.2626,2.3293,2.2597,2.2763,87735840.26364405
2025-06-10,ripple,2.2763,2.3373,2.2692,2.3256,93892545.6070172
2025-06-11,ripple,2.3256,2.3305,2.2211,2.2286,106491873.9208119
2025-06-12,ripple,2.2286,2.2548,2.0831,2.1482,267567239.5070236
2025-06-13,ripple,2.1482,2.1783,2.1168,2.1486,123400249.9790925
2025-06-14,ripple,2.1486,2.1756,2.1086,2.1646,103922376.0514979
2025-06-15,ripple,2.1646,2.2976,2.1414,2.2897,231257120.4594591
2025-06-16,ripple,2.2897,2.3361,2.1634,2.1792,369831767.3892562
2025-06-17,ripple,2.1792,2.2036,2.1182,2.1515,212919365.4475246
2025-06-18,ripple,2.1515,2.1848,2.1266,2.1454,134243963.7261319
2025-06-19,ripple,2.1454,2.1786,2.1303,2.1338,117392390.9031674
2025-06-20,ripple,2.1338,2.1476,2.0856,2.1167,122738594.5165953
2025-06-21,ripple,2.1167,2.1193,1.924,1.9341,365566735.8543279
2025-06-22,ripple,1.9341,2.0388,1.9083,1.9994,270206584.6610795
2025-06-23,ripple,1.9994,2.2096,1.9613,2.1875,342582873.4328845
2025-06-24,ripple,2.1875,2.2286,2.1702,2.1817,205540162.588612
2025-06-25,ripple,2.1817,2.2126,2.1071,2.1204,194694987.8722486
2025-06-26,ripple,2.1204,2.1461,2.0679,2.0979,213217659.6969019
2025-06-27,ripple,2.0979,2.2064,2.0712,2.203,169564939.4588541
2025-06-28,ripple,2.203,2.2075,2.1754,2.1834,63866265.09104663
2025-06-29,ripple,2.1834,2.2195,2.1664,2.1933,140875622.3902599
2025-06-30,ripple,2.1933,2.326,2.1749,2.1874,433463379.2396259
2025-07-01,ripple,2.1874,2.2154,2.1474,2.2119,223684793.0125696
2025-07-02,ripple,2.2119,2.313,2.209,2.2438,299804572.7128109
